1.000000,0.445652,0.419753,0.022701,0.861264,0.260870,0.294904
0.000000,0.750000,0.604938,0.103609,0.623626,0.529644,0.536912
1.000000,0.456522,0.530864,0.105355,0.671703,0.363636,0.367806
1.000000,0.380435,0.395062,0.167055,0.515110,0.822134,0.770981
1.000000,0.586957,0.753086,0.180442,0.523352,0.818182,0.755335
0.000000,0.597826,0.493827,0.298021,0.335165,0.747036,0.606731
1.000000,0.717391,0.518519,0.119907,0.614011,0.711462,0.706528
1.000000,0.228261,0.333333,0.147264,0.579670,0.490119,0.470621
0.000000,0.923913,0.864198,0.114086,0.625000,0.660079,0.660307
0.500000,0.402174,0.543210,0.153667,0.634615,0.177866,0.169478
1.000000,0.543478,0.728395,0.119907,0.598901,0.778656,0.773255
1.000000,0.586957,0.765432,0.097206,0.732143,0.766798,0.783725
1.000000,0.423913,0.419753,0.103027,0.781593,0.754941,0.765869
1.000000,0.543478,0.765432,0.256694,0.414835,0.699605,0.593281
0.000000,0.673913,0.617284,0.097788,0.848901,0.000000,0.000000
1.000000,0.184783,0.296296,0.214785,0.483516,0.407115,0.361416
1.000000,0.597826,0.543210,0.137951,0.788462,0.747036,0.725486
1.000000,0.717391,0.580247,0.253201,0.464286,0.272727,0.232145
0.000000,0.793478,0.814815,0.166473,0.700549,1.000000,0.938425
1.000000,0.586957,0.641975,0.109430,0.844780,0.260870,0.262499
1.000000,0.619565,0.604938,0.189173,0.467033,0.814229,0.744134
0.000000,0.663043,0.617284,0.305006,0.391484,0.019763,0.015937
1.000000,0.673913,0.629630,0.200233,0.482143,0.035573,0.032102
0.000000,0.293478,0.370370,0.189756,0.532967,0.379447,0.346549
0.000000,0.565217,0.728395,0.285215,0.365385,0.671937,0.552978
0.500000,0.173913,0.259259,0.221769,0.439560,0.814229,0.717231
1.000000,0.597826,0.543210,0.137951,0.788462,0.747036,0.725486
1.000000,0.260870,0.296296,0.329453,0.369505,0.699605,0.550513
1.000000,0.793478,0.641975,0.094878,0.662088,0.608696,0.624002
0.000000,0.250000,0.370370,0.146100,0.520604,0.320158,0.307855
1.000000,0.315217,0.320988,0.513970,0.211538,0.355731,0.236658
1.000000,0.543478,0.481481,0.232829,0.491758,0.335968,0.292359
1.000000,0.750000,0.604938,0.096624,0.678571,0.628458,0.642813
1.000000,0.619565,0.666667,0.039581,0.832418,0.699605,0.772322
0.000000,0.586957,0.740741,0.540745,0.207418,0.916996,0.596668
1.000000,0.630435,0.580247,0.083818,0.958791,0.193676,0.201421
1.000000,0.315217,0.407407,0.188009,0.473901,0.478261,0.437674
1.000000,0.336957,0.469136,0.133295,0.638736,0.434783,0.424658
1.000000,0.380435,0.382716,0.225262,0.505495,0.241107,0.211565
1.000000,0.586957,0.629630,0.213038,0.515110,0.272727,0.242587
1.000000,0.934783,0.913580,0.158324,0.512363,0.047431,0.044943
1.000000,0.293478,0.320988,0.112922,0.728022,0.853755,0.855303
1.000000,0.869565,0.753086,0.085565,0.799451,0.166008,0.172253
1.000000,0.336957,0.444444,0.200233,0.439560,0.071146,0.064204
0.000000,0.206522,0.320988,0.091967,0.733516,0.395257,0.406724
1.000000,0.402174,0.567901,0.223516,0.495879,0.450593,0.396147
1.000000,0.195652,0.333333,0.210128,0.502747,0.652174,0.581996
1.000000,0.391304,0.518519,0.245634,0.377747,0.387352,0.332409
